current_path,method,router_prefix,route_path,file,line
/api/v1/unknown/ip-assignments,POST,/unknown,/ip-assignments,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,53
/api/v1/unknown/ip-assignments,GET,/unknown,/ip-assignments,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,81
/api/v1/unknown/ip-assignments/{assignment_id},GET,/unknown,/ip-assignments/{assignment_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,115
/api/v1/unknown/ip-assignments/{assignment_id},DELETE,/unknown,/ip-assignments/{assignment_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,136
/api/v1/unknown/ipam/allocations/{allocation_id},DELETE,/unknown,/ipam/allocations/{allocation_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,348
/api/v1/unknown/ipam/pools,POST,/unknown,/ipam/pools,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,254
/api/v1/unknown/ipam/pools,GET,/unknown,/ipam/pools,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,269
/api/v1/unknown/ipam/pools/{pool_id}/allocate,POST,/unknown,/ipam/pools/{pool_id}/allocate,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,325
/api/v1/unknown/ipam/pools/{pool_id}/utilization,GET,/unknown,/ipam/pools/{pool_id}/utilization,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,305
/api/v1/unknown/monitoring/alerts,GET,/unknown,/monitoring/alerts,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,418
/api/v1/unknown/monitoring/alerts/{alert_id}/acknowledge,PUT,/unknown,/monitoring/alerts/{alert_id}/acknowledge,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,441
/api/v1/unknown/monitoring/metrics,POST,/unknown,/monitoring/metrics,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,402
/api/v1/unknown/overview,GET,/unknown,/overview,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,462
/api/v1/unknown/payment-methods,POST,/unknown,/payment-methods,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/billing_enhanced.py,274
/api/v1/unknown/payment-plans,POST,/unknown,/payment-plans,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/billing_enhanced.py,368
/api/v1/unknown/payments,POST,/unknown,/payments,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/billing_enhanced.py,203
/api/v1/unknown/payments/{payment_id},GET,/unknown,/payments/{payment_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/billing_enhanced.py,227
/api/v1/unknown/process-alert,POST,/unknown,/process-alert,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/enhanced_grafana_alerts.py,87
/api/v1/unknown/reports/billing-overview,GET,/unknown,/reports/billing-overview,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/billing_enhanced.py,430
/api/v1/unknown/service-plan/{service_plan_id}/enforcement,GET,/unknown,/service-plan/{service_plan_id}/enforcement,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/radius_integration.py,276
/api/v1/unknown/session/accounting,POST,/unknown,/session/accounting,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/radius_integration.py,181
/api/v1/unknown/session/start,POST,/unknown,/session/start,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/radius_integration.py,75
/api/v1/unknown/session/stop,POST,/unknown,/session/stop,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/radius_integration.py,139
/api/v1/unknown/sessions/active,GET,/unknown,/sessions/active,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/radius_integration.py,313
/api/v1/unknown/sessions/customer/{customer_id},GET,/unknown,/sessions/customer/{customer_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/radius_integration.py,222
/api/v1/unknown/sites,POST,/unknown,/sites,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,52
/api/v1/unknown/sites,GET,/unknown,/sites,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,67
/api/v1/unknown/sites/{site_id},GET,/unknown,/sites/{site_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,100
/api/v1/unknown/sites/{site_id},PUT,/unknown,/sites/{site_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,125
/api/v1/unknown/statistics/overview,GET,/unknown,/statistics/overview,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,535
/api/v1/unknown/statistics/overview,GET,/unknown,/statistics/overview,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/radius_integration.py,365
/api/v1/unknown/status-history,POST,/unknown,/status-history,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,163
/api/v1/unknown/status-history,GET,/unknown,/status-history,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,190
/api/v1/unknown/suspensions,POST,/unknown,/suspensions,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,225
/api/v1/unknown/suspensions,GET,/unknown,/suspensions,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,252
/api/v1/unknown/suspensions/{suspension_id}/restore,POST,/unknown,/suspensions/{suspension_id}/restore,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,283
/api/v1/unknown/system-status,GET,/unknown,/system-status,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/enhanced_grafana_alerts.py,246
/api/v1/unknown/test-alert-integration,POST,/unknown,/test-alert-integration,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/enhanced_grafana_alerts.py,201
/api/v1/unknown/topology,GET,/unknown,/topology,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,369
/api/v1/unknown/topology/connections,POST,/unknown,/topology/connections,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,384
/api/v1/unknown/upload-url,POST,/unknown,/upload-url,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,34
/api/v1/unknown/usage-tracking,POST,/unknown,/usage-tracking,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,313
/api/v1/unknown/usage-tracking,GET,/unknown,/usage-tracking,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/service_management.py,342
/api/v1/unknown/webhook/grafana-alerts,POST,/unknown,/webhook/grafana-alerts,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/grafana_alerts.py,44
/api/v1/unknown/webhook/test,GET,/unknown,/webhook/test,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/grafana_alerts.py,224
/api/v1/webhooks/admin/process-pending,POST,/webhooks,/admin/process-pending,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,655
/api/v1/webhooks/deliveries,GET,/webhooks,/deliveries,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,323
/api/v1/webhooks/deliveries/{delivery_id},GET,/webhooks,/deliveries/{delivery_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,358
/api/v1/webhooks/deliveries/{delivery_id}/attempts,GET,/webhooks,/deliveries/{delivery_id}/attempts,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,377
/api/v1/webhooks/deliveries/{delivery_id}/retry,POST,/webhooks,/deliveries/{delivery_id}/retry,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,396
/api/v1/webhooks/endpoints,POST,/webhooks,/endpoints,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,141
/api/v1/webhooks/endpoints,GET,/webhooks,/endpoints,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,152
/api/v1/webhooks/endpoints/{endpoint_id},GET,/webhooks,/endpoints/{endpoint_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,189
/api/v1/webhooks/endpoints/{endpoint_id},PUT,/webhooks,/endpoints/{endpoint_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,208
/api/v1/webhooks/endpoints/{endpoint_id},DELETE,/webhooks,/endpoints/{endpoint_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,228
/api/v1/webhooks/endpoints/{endpoint_id}/filters,POST,/webhooks,/endpoints/{endpoint_id}/filters,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,431
/api/v1/webhooks/endpoints/{endpoint_id}/filters,GET,/webhooks,/endpoints/{endpoint_id}/filters,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,451
/api/v1/webhooks/endpoints/{endpoint_id}/stats,GET,/webhooks,/endpoints/{endpoint_id}/stats,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,570
/api/v1/webhooks/event-types,POST,/webhooks,/event-types,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,51
/api/v1/webhooks/event-types,GET,/webhooks,/event-types,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,71
/api/v1/webhooks/event-types/{event_type_id},GET,/webhooks,/event-types/{event_type_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,83
/api/v1/webhooks/event-types/{event_type_id},PUT,/webhooks,/event-types/{event_type_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,102
/api/v1/webhooks/event-types/{event_type_id},DELETE,/webhooks,/event-types/{event_type_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,122
/api/v1/webhooks/events,POST,/webhooks,/events,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,247
/api/v1/webhooks/events,GET,/webhooks,/events,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,264
/api/v1/webhooks/events/{event_id},GET,/webhooks,/events/{event_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,303
/api/v1/webhooks/stats,GET,/webhooks,/stats,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,476
/api/v1/webhooks/test,POST,/webhooks,/test,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/webhooks.py,463
