current_path,method,router_prefix,route_path,file,line
/api/v1/unknown/devices/{device_id},GET,/unknown,/devices/{device_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,201
/api/v1/unknown/devices/{device_id}/vendor-config,POST,/unknown,/devices/{device_id}/vendor-config,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/network_modular.py,230
/api/v1/unknown/exports,POST,/unknown,/exports,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,337
/api/v1/unknown/exports,GET,/unknown,/exports,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,361
/api/v1/unknown/exports/{job_id},GET,/unknown,/exports/{job_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,394
/api/v1/unknown/files,GET,/unknown,/files,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,72
/api/v1/unknown/files/{file_id},GET,/unknown,/files/{file_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,109
/api/v1/unknown/files/{file_id},DELETE,/unknown,/files/{file_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,148
/api/v1/unknown/files/{file_id}/download,GET,/unknown,/files/{file_id}/download,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,126
/api/v1/unknown/imports,POST,/unknown,/imports,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,170
/api/v1/unknown/imports,GET,/unknown,/imports,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,218
/api/v1/unknown/imports/{job_id},GET,/unknown,/imports/{job_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,251
/api/v1/unknown/imports/{job_id}/preview,GET,/unknown,/imports/{job_id}/preview,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,268
/api/v1/unknown/imports/{job_id}/process,POST,/unknown,/imports/{job_id}/process,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/file_storage.py,295
/api/v1/unknown/invoices,POST,/unknown,/invoices,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/billing_enhanced.py,125
/api/v1/unknown/invoices/{invoice_id},GET,/unknown,/invoices/{invoice_id},/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/billing_enhanced.py,145
/api/v1/unknown/invoices/{invoice_id}/finalize,POST,/unknown,/invoices/{invoice_id}/finalize,/home/ispframework/projects/isp-framework/backend/app/api/v1/endpoints/billing_enhanced.py,161
